date,year,term,term_label,interest_index,geo,time_range,category,search_type,source_name,source_url,notes
2022-01-16,2022,Artificial intelligence,Artificial intelligence,1.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-16,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-16,2022,Online banking,Online banking,66.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-16,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-16,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-23,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-23,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-23,2022,Online banking,Online banking,78.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-23,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-23,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-30,2022,Artificial intelligence,Artificial intelligence,1.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-30,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-30,2022,Online banking,Online banking,71.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-30,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-01-30,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-06,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-06,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-06,2022,Online banking,Online banking,69.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-06,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-06,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-13,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-13,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-13,2022,Online banking,Online banking,55.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-13,2022,Online shopping,Online shopping,8.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-13,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-20,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-20,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-20,2022,Online banking,Online banking,66.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-20,2022,Online shopping,Online shopping,8.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-20,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-27,2022,Artificial intelligence,Artificial intelligence,1.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-27,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-27,2022,Online banking,Online banking,81.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-27,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-02-27,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-06,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-06,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-06,2022,Online banking,Online banking,68.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-06,2022,Online shopping,Online shopping,5.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-06,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-13,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-13,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-13,2022,Online banking,Online banking,67.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-13,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-13,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-20,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-20,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-20,2022,Online banking,Online banking,65.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-20,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-20,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-27,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-27,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-27,2022,Online banking,Online banking,88.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-27,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-03-27,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-03,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-03,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-03,2022,Online banking,Online banking,72.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-03,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-03,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-10,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-10,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-10,2022,Online banking,Online banking,64.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-10,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-10,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-17,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-17,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-17,2022,Online banking,Online banking,78.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-17,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-17,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-24,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-24,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-24,2022,Online banking,Online banking,93.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-24,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-04-24,2022,Online streaming,Online streaming,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-01,2022,Artificial intelligence,Artificial intelligence,1.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-01,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-01,2022,Online banking,Online banking,55.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-01,2022,Online shopping,Online shopping,5.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-01,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-08,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-08,2022,Digital wallet,Digital wallet,0.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-08,2022,Online banking,Online banking,55.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-08,2022,Online shopping,Online shopping,7.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-08,2022,Online streaming,Online streaming,3.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-15,2022,Artificial intelligence,Artificial intelligence,2.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-15,2022,Digital wallet,Digital wallet,0.5,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-15,2022,Online banking,Online banking,49.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
2022-05-15,2022,Online shopping,Online shopping,6.0,Malaysia,2022-01-01 to 2025-12-31,All categories,Web Search,Google Trends,https://trends.google.com/trends/explore?geo=MY,"Google Trends relative search interest index. Values are scaled from 0 to 100 within the selected query, location, and time range. '<1' values are encoded as 0.5."
